"loan_amount","borrower_income","borrower_race","bank_action"
67000,39000,"W","approved"
135000,29000,"W","approved"
92000,130000,"W","approved"
228000,73000,"W","denied"
338000,128000,"O","approved"
115000,41000,"W","approved"
53000,23000,"W","approved"
122000,53000,"W","approved"
60000,26000,"W","approved"
62000,29000,"W","approved"
2e+05,57000,"W","approved"
247000,123000,"W","approved"
91000,38000,"W","approved"
64000,33000,"B","approved"
76000,12000,"A","approved"
80000,20000,"B","approved"
62000,40000,"W","approved"
56000,12000,"W","approved"
36000,15000,"W","approved"
48000,18000,"B","approved"
57000,29000,"W","approved"
50000,5000,"W","approved"
80000,32000,"W","approved"
36000,26000,"W","approved"
50000,49000,"W","approved"
1e+05,79000,"W","approved"
52000,29000,"W","approved"
68000,28000,"B","approved"
124000,111000,"W","approved"
54000,36000,"B","approved"
146000,87000,"W","approved"
53000,36000,"W","approved"
105000,40000,"B","approved"
112000,57000,"W","approved"
40000,34000,"W","approved"
28000,21000,"W","approved"
90000,43000,"W","approved"
320000,113000,"W","denied"
243000,66000,"W","approved"
184000,113000,"W","approved"
139000,57000,"W","approved"
86000,96000,"B","approved"
130000,119000,"B","approved"
91000,89000,"W","approved"
60000,42000,"W","denied"
73000,25000,"W","approved"
67000,24000,"W","approved"
60000,20000,"W","approved"
88000,104000,"W","approved"
364000,111000,"B","approved"
66000,35000,"A","approved"
46000,38000,"W","approved"
102000,76000,"W","approved"
64000,35000,"B","approved"
64000,33000,"A","approved"
252000,120000,"W","approved"
143000,32000,"W","approved"
208000,81000,"O","approved"
168000,45000,"W","approved"
370000,170000,"W","approved"
120000,65000,"W","approved"
102000,50000,"W","approved"
176000,65000,"W","approved"
417000,265000,"W","approved"
141000,115000,"W","approved"
113000,20000,"W","denied"
417000,189000,"W","denied"
250000,194000,"B","approved"
204000,77000,"W","approved"
180000,80000,"W","approved"
55000,98000,"B","approved"
116000,109000,"W","approved"
110000,23000,"W","approved"
55000,98000,"W","approved"
111000,79000,"W","approved"
159000,79000,"W","approved"
1e+05,60000,"W","approved"
320000,87000,"W","denied"
173000,44000,"W","approved"
78000,39000,"W","approved"
321000,141000,"W","approved"
220000,68000,"W","denied"
290000,90000,"W","approved"
90000,55000,"W","approved"
368000,102000,"W","approved"
120000,30000,"W","approved"
124000,52000,"W","approved"
120000,84000,"W","approved"
129000,109000,"W","approved"
212000,38000,"O","approved"
186000,97000,"O","approved"
248000,96000,"W","approved"
130000,67000,"W","approved"
120000,63000,"B","approved"
333000,102000,"W","approved"
94000,64000,"W","approved"
3e+05,171000,"W","approved"
80000,24000,"B","denied"
332000,81000,"W","approved"
83000,55000,"W","approved"
48000,82000,"W","denied"
2e+05,136000,"A","approved"
324000,126000,"W","approved"
369000,217000,"W","approved"
216000,50000,"W","approved"
193000,80000,"W","approved"
303000,156000,"W","approved"
321000,141000,"B","approved"
86000,40000,"B","approved"
96000,72000,"W","approved"
70000,27000,"W","approved"
77000,50000,"W","approved"
252000,62000,"B","denied"
197000,65000,"W","denied"
58000,31000,"W","approved"
141000,40000,"B","approved"
112000,61000,"W","approved"
103000,58000,"W","approved"
302000,134000,"W","denied"
262000,116000,"O","approved"
201000,65000,"O","approved"
44000,45000,"A","approved"
43000,51000,"W","approved"
111000,29000,"B","approved"
264000,68000,"B","denied"
89000,59000,"W","approved"
85000,67000,"W","approved"
1e+05,25000,"W","approved"
40000,15000,"W","approved"
328000,161000,"B","approved"
280000,161000,"B","approved"
240000,173000,"W","approved"
130000,65000,"W","approved"
156000,160000,"W","approved"
340000,140000,"W","approved"
158000,25000,"W","denied"
128000,89000,"B","approved"
25000,45000,"W","approved"
58000,37000,"W","denied"
230000,78000,"W","approved"
133000,36000,"A","approved"
350000,316000,"W","approved"
110000,43000,"W","approved"
188000,67000,"W","approved"
1e+05,44000,"W","approved"
1e+05,57000,"O","denied"
51000,44000,"W","approved"
417000,172000,"W","approved"
190000,431000,"B","approved"
80000,47000,"W","approved"
60000,38000,"W","approved"
2e+05,80000,"W","approved"
76000,35000,"W","approved"
115000,41000,"W","approved"
50000,42000,"W","approved"
70000,32000,"W","denied"
2e+05,102000,"W","approved"
88000,28000,"W","approved"
224000,44000,"W","approved"
115000,39000,"W","approved"
69000,62000,"W","approved"
75000,60000,"W","approved"
242000,7000,"W","approved"
52000,58000,"W","approved"
123000,114000,"W","approved"
175000,42000,"W","approved"
123000,114000,"W","approved"
116000,28000,"W","approved"
132000,42000,"W","approved"
60000,12000,"B","approved"
72000,40000,"W","approved"
2e+05,48000,"W","denied"
54000,47000,"W","approved"
204000,101000,"W","approved"
417000,216000,"W","approved"
178000,62000,"W","approved"
152000,51000,"W","approved"
54000,49000,"W","approved"
279000,133000,"W","approved"
184000,50000,"W","denied"
240000,125000,"W","denied"
162000,63000,"B","approved"
104000,36000,"W","approved"
417000,140000,"W","approved"
226000,92000,"W","approved"
136000,50000,"B","approved"
3e+05,157000,"W","approved"
170000,103000,"W","approved"
250000,157000,"W","approved"
62000,18000,"W","approved"
194000,124000,"W","approved"
30000,50000,"W","approved"
7e+05,182000,"W","denied"
204000,46000,"W","approved"
101000,48000,"W","approved"
78000,149000,"B","approved"
61000,63000,"W","approved"
122000,19000,"W","approved"
118000,54000,"W","approved"
87000,44000,"W","approved"
220000,85000,"W","approved"
322000,85000,"W","approved"
350000,90000,"W","approved"
196000,135000,"W","approved"
61000,97000,"O","approved"
42000,19000,"O","approved"
50000,32000,"W","approved"
62000,25000,"W","approved"
292000,272000,"W","approved"
86000,33000,"W","approved"
76000,119000,"B","approved"
80000,193000,"W","approved"
153000,86000,"B","approved"
243000,49000,"W","approved"
87000,62000,"W","approved"
228000,49000,"O","denied"
108000,46000,"W","approved"
136000,96000,"B","approved"
55000,81000,"W","approved"
117000,35000,"W","approved"
75000,29000,"W","approved"
176000,173000,"W","approved"
48000,50000,"B","approved"
240000,82000,"W","denied"
90000,125000,"W","approved"
177000,96000,"W","approved"
160000,85000,"W","approved"
85000,31000,"W","approved"
91000,125000,"W","approved"
378000,319000,"W","approved"
192000,57000,"W","approved"
416000,125000,"B","approved"
58000,32000,"W","approved"
68000,14000,"B","approved"
245000,132000,"W","approved"
39000,44000,"W","approved"
85000,88000,"B","approved"
152000,80000,"W","approved"
152000,80000,"W","approved"
4e+06,1279000,"W","denied"
4e+05,185000,"W","approved"
889000,409000,"W","approved"
540000,365000,"W","approved"
7e+05,338000,"W","approved"
650000,455000,"W","approved"
894000,360000,"W","approved"
1500000,3451000,"W","approved"
1875000,992000,"W","approved"
5640000,4356000,"W","approved"
4e+05,179000,"O","approved"
1300000,574000,"W","approved"
469000,133000,"B","approved"
617000,2e+05,"W","approved"
50000,23000,"W","approved"
125000,85000,"W","denied"
58000,129000,"W","approved"
176000,96000,"W","approved"
264000,140000,"W","approved"
27000,8000,"W","approved"
675000,189000,"W","approved"
385000,99000,"B","approved"
67000,29000,"W","approved"
2e+05,119000,"W","approved"
65000,107000,"W","approved"
375000,1e+05,"W","approved"
648000,317000,"W","approved"
1e+05,39000,"W","approved"
95000,64000,"W","approved"
149000,45000,"W","approved"
72000,67000,"W","approved"
62000,16000,"W","approved"
160000,14000,"W","approved"
283000,89000,"W","approved"
1150000,345000,"W","approved"
364000,1e+05,"W","approved"
394000,88000,"W","approved"
176000,69000,"W","approved"
346000,343000,"W","approved"
47000,16000,"W","approved"
230000,118000,"W","approved"
225000,79000,"W","denied"
1e+06,281000,"W","approved"
170000,81000,"W","approved"
916000,318000,"W","denied"
404000,70000,"W","approved"
90000,164000,"W","approved"
472000,637000,"W","approved"
51000,28000,"W","approved"
67000,37000,"W","approved"
60000,49000,"B","approved"
2e+05,2e+05,"W","approved"
6e+05,214000,"W","approved"
60000,17000,"W","approved"
46000,18000,"B","denied"
71000,72000,"B","approved"
137000,102000,"W","approved"
53000,16000,"W","approved"
190000,131000,"W","approved"
350000,293000,"W","approved"
263000,142000,"W","approved"
45000,24000,"W","approved"
250000,1e+05,"W","approved"
40000,17000,"O","denied"
561000,128000,"O","approved"
415000,196000,"W","approved"
106000,34000,"A","approved"
855000,212000,"A","approved"
40000,16000,"W","approved"
55000,33000,"W","approved"
212000,114000,"W","approved"
875000,209000,"W","approved"
61000,13000,"W","denied"
6e+05,235000,"W","approved"
480000,94000,"A","approved"
8e+05,460000,"W","approved"
109000,38000,"W","approved"
4e+05,462000,"W","approved"
399000,96000,"W","approved"
106000,37000,"W","denied"
150000,121000,"W","approved"
1e+06,120000,"B","approved"
275000,40000,"W","approved"
417000,219000,"W","approved"
756000,65000,"B","denied"
106000,35000,"W","approved"
1e+06,423000,"B","denied"
280000,52000,"W","approved"
233000,259000,"W","approved"
34000,13000,"O","approved"
65000,66000,"W","approved"
64000,67000,"W","approved"
23000,27000,"W","approved"
186000,35000,"W","approved"
75000,45000,"W","approved"
1e+05,72000,"W","approved"
215000,518000,"W","approved"
35000,19000,"W","approved"
330000,175000,"W","approved"
70000,72000,"B","approved"
334000,120000,"W","approved"
295000,174000,"W","approved"
2e+06,980000,"W","approved"
417000,15000,"O","approved"
428000,66000,"W","denied"
172000,92000,"W","denied"
555000,135000,"B","denied"
417000,180000,"W","approved"
250000,135000,"W","approved"
288000,3e+05,"W","approved"
120000,50000,"W","approved"
270000,62000,"A","approved"
417000,264000,"W","approved"
2400000,1111000,"B","denied"
1049000,360000,"W","approved"
135000,55000,"B","approved"
168000,83000,"W","approved"
62000,25000,"W","approved"
1e+06,237000,"W","denied"
720000,334000,"W","denied"
79000,27000,"W","approved"
41000,82000,"W","approved"
626000,191000,"W","approved"
4e+05,114000,"B","denied"
975000,482000,"W","approved"
6e+05,256000,"W","approved"
469000,245000,"W","approved"
587000,756000,"W","approved"
163000,339000,"W","approved"
664000,302000,"W","approved"
560000,88000,"W","approved"
179000,56000,"B","approved"
860000,337000,"W","approved"
1e+05,49000,"W","approved"
652000,257000,"W","denied"
480000,238000,"W","approved"
480000,120000,"W","approved"
432000,230000,"B","approved"
518000,215000,"B","approved"
458000,249000,"W","approved"
544000,253000,"W","approved"
695000,198000,"W","approved"
660000,409000,"W","approved"
125000,174000,"W","approved"
5e+05,191000,"W","approved"
688000,3e+05,"W","approved"
392000,182000,"W","approved"
580000,937000,"W","approved"
440000,314000,"W","approved"
528000,286000,"B","approved"
568000,249000,"B","approved"
596000,332000,"W","approved"
581000,230000,"A","approved"
517000,257000,"B","approved"
480000,135000,"W","approved"
537000,261000,"W","approved"
50000,31000,"W","approved"
998000,301000,"W","denied"
592000,218000,"W","denied"
559000,211000,"W","approved"
446000,229000,"W","approved"
280000,94000,"W","approved"
467000,788000,"W","denied"
417000,192000,"W","approved"
247000,116000,"W","approved"
50000,61000,"W","approved"
138000,53000,"W","denied"
86000,81000,"W","approved"
221000,102000,"W","denied"
180000,74000,"W","approved"
239000,102000,"W","approved"
32000,32000,"W","approved"
975000,486000,"W","approved"
101000,44000,"W","approved"
233000,94000,"W","approved"
205000,129000,"W","approved"
209000,73000,"W","approved"
212000,70000,"W","approved"
65000,63000,"W","approved"
417000,80000,"W","approved"
2e+05,120000,"W","approved"
194000,111000,"W","approved"
84000,33000,"W","approved"
184000,79000,"W","approved"
188000,51000,"W","approved"
43000,11000,"W","approved"
252000,130000,"O","approved"
168000,75000,"W","approved"
212000,99000,"W","approved"
152000,64000,"W","approved"
28000,60000,"W","denied"
240000,68000,"W","approved"
412000,185000,"W","approved"
105000,54000,"W","approved"
236000,59000,"W","approved"
126000,61000,"W","approved"
189000,145000,"W","approved"
144000,128000,"A","approved"
92000,35000,"B","denied"
380000,124000,"B","approved"
145000,36000,"W","denied"
217000,108000,"W","approved"
209000,48000,"W","denied"
110000,129000,"W","approved"
392000,176000,"A","approved"
153000,124000,"W","approved"
224000,59000,"W","denied"
144000,106000,"A","approved"
4e+05,91000,"B","approved"
238000,65000,"W","approved"
131000,69000,"W","approved"
58000,12000,"B","denied"
152000,25000,"W","approved"
360000,101000,"W","approved"
417000,226000,"B","approved"
239000,159000,"W","approved"
380000,116000,"W","approved"
2e+05,114000,"B","approved"
368000,170000,"A","approved"
276000,110000,"W","approved"
208000,110000,"W","approved"
149000,80000,"B","approved"
231000,77000,"A","approved"
206000,74000,"W","approved"
417000,216000,"O","approved"
235000,115000,"W","approved"
124000,43000,"W","denied"
165000,33000,"B","approved"
92000,36000,"B","approved"
282000,166000,"W","approved"
180000,71000,"W","approved"
71000,27000,"W","approved"
335000,247000,"A","approved"
145000,34000,"B","approved"
2e+05,114000,"W","approved"
264000,116000,"W","approved"
380000,175000,"W","approved"
86000,48000,"B","approved"
2e+05,66000,"W","approved"
288000,45000,"B","denied"
258000,94000,"W","approved"
504000,511000,"A","denied"
35000,33000,"W","approved"
312000,1e+05,"W","denied"
399000,195000,"W","approved"
118000,44000,"B","approved"
70000,63000,"W","approved"
390000,167000,"B","approved"
336000,146000,"W","approved"
27000,17000,"W","approved"
85000,128000,"W","approved"
2e+05,59000,"W","approved"
87000,39000,"W","approved"
212000,23000,"W","approved"
130000,50000,"B","approved"
354000,175000,"W","approved"
266000,76000,"W","approved"
2e+05,46000,"B","denied"
151000,65000,"B","approved"
80000,42000,"W","approved"
250000,29000,"W","approved"
404000,196000,"W","approved"
62000,68000,"W","approved"
2e+05,156000,"W","approved"
230000,57000,"W","approved"
66000,18000,"B","denied"
124000,87000,"W","approved"
250000,360000,"W","approved"
88000,34000,"W","approved"
94000,85000,"W","approved"
248000,68000,"W","denied"
277000,110000,"B","approved"
50000,98000,"W","approved"
7e+05,3e+05,"W","approved"
2e+05,99000,"W","approved"
204000,58000,"W","approved"
116000,60000,"B","approved"
388000,296000,"W","approved"
220000,82000,"W","approved"
280000,50000,"W","denied"
358000,123000,"W","approved"
417000,188000,"W","approved"
240000,90000,"W","approved"
265000,134000,"W","approved"
150000,36000,"W","approved"
115000,106000,"W","approved"
140000,103000,"W","approved"
96000,19000,"W","approved"
253000,121000,"W","approved"
290000,98000,"W","approved"
162000,46000,"B","approved"
230000,197000,"W","approved"
166000,57000,"W","approved"
318000,65000,"W","approved"
2e+05,59000,"B","approved"
290000,72000,"W","approved"
417000,169000,"W","approved"
296000,214000,"W","approved"
110000,51000,"W","denied"
238000,82000,"W","approved"
408000,337000,"B","approved"
244000,209000,"W","approved"
209000,125000,"W","approved"
1e+05,31000,"W","approved"
320000,98000,"A","denied"
232000,96000,"W","approved"
94000,23000,"W","approved"
172000,45000,"W","approved"
85000,19000,"W","approved"
53000,63000,"W","approved"
328000,104000,"W","approved"
2e+05,48000,"W","approved"
189000,88000,"W","approved"
86000,57000,"W","denied"
60000,22000,"W","approved"
323000,150000,"B","approved"
150000,29000,"W","approved"
240000,66000,"W","approved"
417000,73000,"W","denied"
52000,40000,"B","approved"
234000,175000,"W","approved"
120000,125000,"W","approved"
47000,22000,"W","approved"
172000,73000,"B","approved"
220000,99000,"W","approved"
324000,170000,"W","approved"
303000,97000,"W","approved"
275000,140000,"W","approved"
165000,91000,"A","approved"
86000,47000,"W","approved"
338000,134000,"O","approved"
219000,50000,"W","approved"
87000,48000,"B","approved"
180000,191000,"W","approved"
240000,231000,"W","approved"
315000,104000,"W","approved"
50000,116000,"W","approved"
50000,22000,"W","approved"
197000,62000,"W","denied"
124000,32000,"W","approved"
35000,85000,"W","approved"
150000,119000,"B","approved"
1e+05,53000,"W","approved"
80000,83000,"W","approved"
166000,35000,"W","approved"
95000,92000,"W","denied"
73000,41000,"W","approved"
248000,108000,"W","approved"
271000,160000,"W","approved"
417000,78000,"W","denied"
129000,30000,"B","approved"
124000,39000,"W","approved"
44000,30000,"W","approved"
160000,31000,"W","approved"
92000,74000,"W","approved"
120000,33000,"W","approved"
76000,18000,"W","approved"
233000,88000,"W","approved"
56000,23000,"W","approved"
88000,26000,"W","approved"
120000,53000,"W","approved"
133000,49000,"W","approved"
4e+05,117000,"B","approved"
95000,57000,"W","approved"
417000,358000,"W","approved"
398000,140000,"W","approved"
334000,82000,"W","approved"
142000,19000,"W","denied"
412000,182000,"W","approved"
101000,146000,"W","approved"
264000,97000,"W","approved"
91000,77000,"W","approved"
339000,98000,"W","approved"
91000,154000,"W","approved"
45000,46000,"W","approved"
295000,76000,"W","approved"
224000,112000,"W","denied"
233000,94000,"W","denied"
122000,102000,"W","approved"
212000,133000,"W","approved"
178000,116000,"W","approved"
3e+05,148000,"W","approved"
145000,69000,"W","approved"
146000,187000,"W","approved"
1100000,494000,"B","approved"
375000,148000,"W","approved"
97000,52000,"W","denied"
268000,82000,"B","approved"
125000,70000,"W","approved"
417000,145000,"W","approved"
69000,21000,"W","approved"
312000,90000,"W","approved"
679000,258000,"W","approved"
279000,95000,"W","approved"
208000,143000,"W","approved"
190000,112000,"W","approved"
70000,31000,"W","approved"
43000,50000,"W","approved"
319000,352000,"W","approved"
184000,89000,"W","approved"
112000,45000,"W","approved"
50000,28000,"O","approved"
240000,158000,"W","approved"
233000,140000,"W","approved"
333000,73000,"W","approved"
239000,65000,"B","denied"
2e+05,142000,"W","approved"
96000,74000,"B","denied"
160000,1e+05,"B","denied"
136000,176000,"O","approved"
189000,54000,"W","approved"
183000,76000,"B","approved"
172000,52000,"W","approved"
96000,45000,"W","approved"
170000,186000,"W","approved"
227000,71000,"W","denied"
121000,73000,"W","approved"
44000,37000,"W","approved"
74000,44000,"W","approved"
99000,35000,"W","approved"
250000,832000,"W","approved"
173000,102000,"W","approved"
141000,75000,"W","approved"
250000,122000,"W","approved"
94000,80000,"W","approved"
128000,51000,"W","denied"
143000,45000,"W","approved"
99000,59000,"W","approved"
417000,2097000,"A","denied"
375000,76000,"W","approved"
149000,90000,"W","approved"
223000,104000,"W","denied"
250000,120000,"B","approved"
55000,67000,"W","approved"
133000,153000,"B","approved"
251000,108000,"W","approved"
268000,166000,"W","approved"
60000,14000,"W","approved"
205000,102000,"W","approved"
230000,137000,"W","approved"
80000,48000,"W","approved"
364000,172000,"W","approved"
92000,56000,"W","approved"
142000,45000,"W","approved"
315000,130000,"B","approved"
86000,50000,"W","approved"
209000,116000,"W","approved"
164000,48000,"W","approved"
119000,57000,"B","approved"
384000,108000,"W","approved"
228000,153000,"O","approved"
49000,43000,"W","approved"
134000,24000,"W","approved"
111000,47000,"W","approved"
50000,70000,"W","approved"
224000,96000,"W","approved"
59000,36000,"B","approved"
105000,43000,"W","approved"
121000,51000,"W","approved"
92000,32000,"W","approved"
314000,147000,"B","approved"
363000,325000,"W","approved"
356000,113000,"B","approved"
346000,130000,"B","approved"
350000,145000,"W","approved"
326000,128000,"O","approved"
302000,162000,"B","denied"
176000,141000,"B","denied"
114000,32000,"W","approved"
270000,1e+05,"W","denied"
112000,36000,"W","approved"
2e+05,147000,"B","approved"
35000,16000,"W","approved"
31000,42000,"W","approved"
160000,109000,"W","approved"
50000,53000,"W","approved"
218000,125000,"W","approved"
125000,60000,"W","approved"
225000,81000,"W","approved"
250000,75000,"W","approved"
360000,1e+05,"W","approved"
233000,50000,"W","approved"
225000,59000,"W","approved"
186000,124000,"W","approved"
285000,150000,"W","approved"
330000,163000,"W","approved"
417000,132000,"W","approved"
95000,120000,"B","approved"
121000,46000,"W","approved"
208000,120000,"W","approved"
119000,57000,"W","approved"
255000,112000,"W","approved"
104000,104000,"W","approved"
185000,67000,"B","denied"
140000,48000,"A","denied"
224000,84000,"W","approved"
374000,75000,"W","denied"
170000,66000,"W","approved"
233000,119000,"W","approved"
82000,46000,"W","approved"
185000,99000,"W","approved"
170000,99000,"B","approved"
61000,75000,"W","approved"
93000,73000,"B","approved"
320000,198000,"B","approved"
387000,1e+05,"W","approved"
183000,76000,"W","denied"
198000,98000,"B","approved"
170000,83000,"W","approved"
118000,77000,"W","approved"
98000,31000,"W","approved"
416000,112000,"W","denied"
1e+05,26000,"W","approved"
163000,275000,"W","approved"
304000,99000,"W","approved"
275000,92000,"W","approved"
183000,122000,"W","approved"
180000,172000,"O","approved"
204000,42000,"A","approved"
316000,260000,"W","approved"
202000,48000,"W","approved"
120000,67000,"W","approved"
82000,38000,"W","approved"
226000,56000,"W","approved"
335000,159000,"O","approved"
125000,16000,"O","approved"
364000,107000,"W","approved"
328000,96000,"W","approved"
283000,56000,"A","approved"
311000,110000,"W","approved"
275000,141000,"W","approved"
294000,141000,"O","approved"
110000,92000,"A","approved"
240000,54000,"W","denied"
111000,14000,"W","approved"
154000,91000,"W","approved"
417000,144000,"B","approved"
226000,81000,"W","approved"
81000,31000,"W","approved"
162000,624000,"W","approved"
94000,37000,"W","approved"
305000,165000,"W","approved"
180000,88000,"W","approved"
280000,188000,"W","approved"
53000,32000,"W","approved"
309000,114000,"W","approved"
230000,180000,"W","approved"
130000,122000,"A","approved"
168000,80000,"B","approved"
4e+05,121000,"W","approved"
170000,62000,"B","denied"
130000,36000,"W","approved"
284000,83000,"W","approved"
307000,275000,"B","approved"
370000,539000,"W","approved"
156000,80000,"W","approved"
417000,90000,"W","approved"
407000,104000,"W","approved"
160000,35000,"W","denied"
157000,32000,"W","approved"
170000,40000,"O","approved"
109000,93000,"B","approved"
351000,118000,"A","approved"
60000,57000,"W","approved"
117000,46000,"W","approved"
417000,132000,"W","approved"
1e+05,47000,"W","approved"
199000,65000,"A","approved"
387000,153000,"B","approved"
50000,22000,"W","approved"
337000,117000,"W","approved"
206000,58000,"W","approved"
308000,257000,"W","approved"
295000,92000,"W","approved"
72000,38000,"A","approved"
158000,65000,"W","approved"
128000,145000,"W","approved"
176000,125000,"W","approved"
3e+05,62000,"A","approved"
417000,2e+05,"W","approved"
75000,47000,"W","approved"
1068000,475000,"W","approved"
188000,88000,"O","approved"
116000,53000,"W","approved"
417000,135000,"W","approved"
188000,82000,"W","approved"
219000,123000,"W","approved"
332000,90000,"W","approved"
167000,87000,"W","approved"
417000,142000,"W","approved"
157000,134000,"W","approved"
75000,35000,"W","approved"
356000,162000,"B","approved"
333000,156000,"W","approved"
146000,1e+05,"W","approved"
147000,37000,"W","approved"
146000,55000,"W","approved"
44000,41000,"W","approved"
87000,35000,"W","approved"
97000,53000,"W","approved"
4e+05,145000,"W","approved"
356000,148000,"W","approved"
417000,149000,"W","approved"
225000,108000,"W","denied"
196000,99000,"W","approved"
122000,46000,"W","approved"
285000,243000,"B","approved"
330000,157000,"W","approved"
156000,34000,"W","approved"
111000,35000,"W","approved"
84000,44000,"A","approved"
70000,19000,"W","approved"
251000,150000,"W","approved"
128000,76000,"W","approved"
216000,85000,"W","approved"
91000,50000,"W","approved"
342000,77000,"W","denied"
160000,51000,"W","approved"
102000,27000,"A","approved"
220000,128000,"W","approved"
380000,82000,"W","approved"
231000,84000,"W","denied"
87000,23000,"B","denied"
3e+05,161000,"W","approved"
417000,227000,"B","approved"
80000,62000,"W","denied"
306000,110000,"W","approved"
309000,67000,"W","approved"
1e+05,57000,"B","approved"
55000,31000,"W","denied"
192000,80000,"W","denied"
189000,60000,"B","denied"
120000,90000,"W","approved"
224000,112000,"B","approved"
417000,196000,"W","approved"
51000,27000,"W","approved"
415000,182000,"W","approved"
115000,41000,"W","approved"
67000,123000,"W","approved"
228000,70000,"B","approved"
156000,57000,"W","approved"
308000,57000,"W","approved"
212000,70000,"W","approved"
384000,123000,"B","approved"
246000,140000,"B","approved"
214000,46000,"B","approved"
225000,62000,"B","denied"
149000,35000,"W","approved"
165000,77000,"W","approved"
116000,28000,"W","approved"
384000,127000,"W","approved"
378000,76000,"W","approved"
329000,71000,"W","approved"
104000,32000,"W","approved"
134000,108000,"W","approved"
107000,25000,"W","approved"
119000,87000,"B","approved"
214000,48000,"W","approved"
229000,61000,"W","approved"
127000,110000,"W","approved"
238000,78000,"W","approved"
128000,54000,"W","approved"
128000,58000,"W","approved"
255000,1e+05,"W","approved"
379000,123000,"W","denied"
89000,35000,"W","approved"
92000,97000,"B","approved"
264000,126000,"W","approved"
176000,78000,"W","approved"
171000,48000,"B","approved"
153000,52000,"B","denied"
242000,94000,"W","approved"
124000,54000,"B","approved"
103000,47000,"W","approved"
216000,73000,"W","denied"
61000,22000,"W","approved"
415000,144000,"W","approved"
50000,60000,"W","approved"
78000,76000,"W","approved"
181000,330000,"W","approved"
252000,75000,"B","denied"
223000,93000,"W","approved"
340000,97000,"W","approved"
73000,33000,"W","approved"
155000,50000,"W","approved"
140000,52000,"W","approved"
176000,53000,"W","approved"
122000,154000,"W","approved"
177000,56000,"O","denied"
553000,188000,"W","approved"
193000,58000,"W","approved"
163000,70000,"W","approved"
1060000,324000,"O","approved"
108000,120000,"W","approved"
233000,92000,"W","approved"
233000,76000,"W","approved"
202000,144000,"W","approved"
194000,75000,"W","approved"
171000,55000,"W","approved"
205000,59000,"W","approved"
1e+05,41000,"O","approved"
367000,69000,"W","approved"
192000,83000,"W","approved"
192000,91000,"W","approved"
415000,2e+05,"W","approved"
148000,116000,"W","approved"
342000,161000,"W","approved"
230000,67000,"W","approved"
417000,158000,"W","approved"
234000,840000,"W","approved"
172000,59000,"W","approved"
165000,83000,"W","approved"
250000,75000,"W","approved"
34000,47000,"W","approved"
96000,165000,"W","approved"
48000,14000,"W","approved"
89000,62000,"W","approved"
104000,46000,"W","approved"
190000,99000,"W","denied"
227000,75000,"O","approved"
157000,53000,"W","approved"
193000,51000,"W","approved"
179000,112000,"A","approved"
76000,48000,"W","approved"
189000,128000,"W","approved"
346000,150000,"W","approved"
194000,60000,"W","approved"
212000,98000,"W","approved"
215000,84000,"W","approved"
152000,85000,"W","approved"
60000,21000,"B","approved"
126000,65000,"W","approved"
128000,45000,"B","denied"
251000,161000,"W","approved"
399000,328000,"W","approved"
417000,289000,"W","approved"
299000,66000,"W","approved"
248000,121000,"W","denied"
173000,85000,"W","approved"
145000,30000,"B","approved"
1e+05,90000,"W","approved"
175000,42000,"W","approved"
126000,50000,"B","approved"
409000,150000,"W","approved"
122000,147000,"B","approved"
174000,41000,"W","approved"
417000,161000,"W","approved"
68000,75000,"W","approved"
184000,118000,"O","approved"
133000,65000,"A","approved"
360000,149000,"B","approved"
214000,165000,"W","approved"
262000,116000,"W","approved"
328000,99000,"W","approved"
194000,82000,"W","approved"
44000,66000,"O","approved"
276000,131000,"W","approved"
307000,90000,"W","denied"
2e+05,60000,"W","approved"
195000,67000,"B","approved"
80000,49000,"W","approved"
147000,105000,"A","approved"
295000,130000,"W","approved"
160000,91000,"B","approved"
2e+05,82000,"W","approved"
52000,43000,"W","approved"
88000,142000,"W","approved"
396000,215000,"W","approved"
255000,79000,"W","approved"
312000,64000,"W","approved"
43000,26000,"W","approved"
65000,28000,"O","denied"
101000,77000,"O","approved"
51000,29000,"W","approved"
158000,156000,"W","approved"
60000,34000,"W","approved"
119000,49000,"W","approved"
115000,50000,"W","approved"
63000,33000,"W","approved"
103000,60000,"B","approved"
102000,108000,"B","approved"
119000,58000,"W","approved"
184000,42000,"B","approved"
160000,82000,"W","approved"
417000,153000,"A","approved"
208000,213000,"W","approved"
312000,82000,"B","approved"
88000,24000,"W","denied"
324000,134000,"W","denied"
228000,179000,"B","approved"
417000,264000,"W","approved"
228000,55000,"W","approved"
152000,42000,"W","approved"
96000,242000,"W","approved"
72000,53000,"W","approved"
51000,181000,"W","approved"
42000,73000,"B","approved"
119000,51000,"B","approved"
66000,57000,"W","approved"
165000,103000,"W","approved"
219000,178000,"B","denied"
296000,227000,"W","approved"
160000,270000,"W","approved"
80000,41000,"B","approved"
250000,135000,"A","approved"
192000,50000,"W","approved"
81000,35000,"W","denied"
222000,66000,"O","approved"
287000,92000,"W","approved"
309000,130000,"W","approved"
136000,40000,"W","approved"
140000,70000,"W","approved"
208000,114000,"A","approved"
60000,23000,"A","approved"
130000,44000,"W","approved"
248000,125000,"W","approved"
88000,23000,"W","approved"
139000,70000,"W","approved"
375000,156000,"W","approved"
173000,55000,"W","approved"
117000,120000,"B","approved"
60000,22000,"W","approved"
